tipo_padrao,data_inicio,data_fim,preco_cabeca,data_cabeca,idx_inicio,idx_fim
OCO,2025-01-18 00:00:00,2025-01-31 00:00:00,0.25,2025-01-25 00:00:00,573,586
OCOI,2023-11-28 00:00:00,2024-01-07 00:00:00,0.10,2023-12-19 00:00:00,156,196
