tipo_padrao,data_inicio,data_fim,preco_cabeca,data_cabeca,idx_inicio,idx_fim
OCOI,2025-03-31 00:00:00,2025-04-17 00:00:00,0.00,2025-04-07 00:00:00,645,662
OCO,2024-08-13 00:00:00,2024-09-10 00:00:00,0.00,2024-08-24 00:00:00,415,443
