tipo_padrao,data_inicio,data_fim,preco_cabeca,data_cabeca,idx_inicio,idx_fim
OCO,2025-05-22 00:00:00,2025-06-04 00:00:00,2672.64,2025-05-28 00:00:00,697,710
OCOI,2024-06-25 00:00:00,2024-07-18 00:00:00,2974.06,2024-07-08 00:00:00,366,389
OCOI,2024-03-20 00:00:00,2024-03-30 00:00:00,3335.14,2024-03-23 00:00:00,269,279
OCOI,2023-12-12 00:00:00,2023-12-26 00:00:00,2189.89,2023-12-20 00:00:00,170,184
OCO,2023-07-03 00:00:00,2023-08-30 00:00:00,1972.93,2023-07-14 00:00:00,8,66
