tipo_padrao,data_inicio,data_fim,preco_cabeca,data_cabeca,idx_inicio,idx_fim
OCO,2024-12-28 00:00:00,2025-01-12 00:00:00,1.09,2025-01-06 00:00:00,552,567
OCOI,2024-10-18 00:00:00,2024-11-05 00:00:00,0.33,2024-10-26 00:00:00,481,499
