ticker,timeframe,padrao_tipo,ombro1_idx,ombro1_preco,neckline1_idx,neckline1_preco,cabeca_idx,cabeca_preco,neckline2_idx,neckline2_preco,ombro2_idx,ombro2_preco,confianca_modelo,previsao_modelo
HBAR-USD,1h,OCO,2024-07-06 21:00:00+00:00,0.0704973191022872,2024-07-08 01:00:00+00:00,0.0633772760629654,2024-07-10 06:00:00+00:00,0.0689700879156589,2024-07-12 10:00:00+00:00,0.0651497282087802,2024-07-14 01:00:00+00:00,0.0726556107401847,0.08571464988869786,0
HBAR-USD,1h,OCOI,2024-07-08 01:00:00+00:00,0.0633772760629654,2024-07-10 06:00:00+00:00,0.0689700879156589,2024-07-12 10:00:00+00:00,0.0651497282087802,2024-07-14 01:00:00+00:00,0.0726556107401847,2024-07-14 13:00:00+00:00,0.0696736387908458,0.896552183965248,1
HBAR-USD,1h,OCO,2024-07-10 06:00:00+00:00,0.0689700879156589,2024-07-12 10:00:00+00:00,0.0651497282087802,2024-07-14 01:00:00+00:00,0.0726556107401847,2024-07-14 13:00:00+00:00,0.0696736387908458,2024-07-16 04:00:00+00:00,0.0787702947854995,0.12166541441699173,0
HBAR-USD,1h,OCOI,2024-07-12 10:00:00+00:00,0.0651497282087802,2024-07-14 01:00:00+00:00,0.0726556107401847,2024-07-14 13:00:00+00:00,0.0696736387908458,2024-07-16 04:00:00+00:00,0.0787702947854995,2024-07-16 12:00:00+00:00,0.0756321176886558,0.8891641505818613,1
HBAR-USD,1h,OCO,2024-07-14 01:00:00+00:00,0.0726556107401847,2024-07-14 13:00:00+00:00,0.0696736387908458,2024-07-16 04:00:00+00:00,0.0787702947854995,2024-07-16 12:00:00+00:00,0.0756321176886558,2024-07-17 14:00:00+00:00,0.0783843584358692,0.19996992078161305,0
HBAR-USD,1h,OCOI,2024-07-14 13:00:00+00:00,0.0696736387908458,2024-07-16 04:00:00+00:00,0.0787702947854995,2024-07-16 12:00:00+00:00,0.0756321176886558,2024-07-17 14:00:00+00:00,0.0783843584358692,2024-07-18 18:00:00+00:00,0.0719276405870914,0.10874559010450752,0
HBAR-USD,1h,OCO,2024-07-16 04:00:00+00:00,0.0787702947854995,2024-07-16 12:00:00+00:00,0.0756321176886558,2024-07-17 14:00:00+00:00,0.0783843584358692,2024-07-18 18:00:00+00:00,0.0719276405870914,2024-07-21 02:00:00+00:00,0.0754351690411567,0.7807326130559107,1
HBAR-USD,1h,OCOI,2024-07-16 12:00:00+00:00,0.0756321176886558,2024-07-17 14:00:00+00:00,0.0783843584358692,2024-07-18 18:00:00+00:00,0.0719276405870914,2024-07-21 02:00:00+00:00,0.0754351690411567,2024-07-21 19:00:00+00:00,0.0720280334353447,0.8869938716707387,1
HBAR-USD,1h,OCO,2024-07-17 14:00:00+00:00,0.0783843584358692,2024-07-18 18:00:00+00:00,0.0719276405870914,2024-07-21 02:00:00+00:00,0.0754351690411567,2024-07-21 19:00:00+00:00,0.0720280334353447,2024-07-22 00:00:00+00:00,0.0748599283397197,0.15686341705645185,0
HBAR-USD,1h,OCOI,2024-07-18 18:00:00+00:00,0.0719276405870914,2024-07-21 02:00:00+00:00,0.0754351690411567,2024-07-21 19:00:00+00:00,0.0720280334353447,2024-07-22 00:00:00+00:00,0.0748599283397197,2024-07-25 12:00:00+00:00,0.0641453601419925,0.6715512909094791,1
HBAR-USD,1h,OCO,2024-07-21 02:00:00+00:00,0.0754351690411567,2024-07-21 19:00:00+00:00,0.0720280334353447,2024-07-22 00:00:00+00:00,0.0748599283397197,2024-07-25 12:00:00+00:00,0.0641453601419925,2024-07-27 14:00:00+00:00,0.0697040185332298,0.8229243293719639,1
HBAR-USD,1h,OCOI,2024-07-21 19:00:00+00:00,0.0720280334353447,2024-07-22 00:00:00+00:00,0.0748599283397197,2024-07-25 12:00:00+00:00,0.0641453601419925,2024-07-27 14:00:00+00:00,0.0697040185332298,2024-08-01 18:00:00+00:00,0.0599996410310268,0.9898306245429669,1
HBAR-USD,1h,OCO,2024-07-22 00:00:00+00:00,0.0748599283397197,2024-07-25 12:00:00+00:00,0.0641453601419925,2024-07-27 14:00:00+00:00,0.0697040185332298,2024-08-01 18:00:00+00:00,0.0599996410310268,2024-08-02 00:00:00+00:00,0.0635762959718704,0.9795665847947495,1
HBAR-USD,1h,OCOI,2024-07-25 12:00:00+00:00,0.0641453601419925,2024-07-27 14:00:00+00:00,0.0697040185332298,2024-08-01 18:00:00+00:00,0.0599996410310268,2024-08-02 00:00:00+00:00,0.0635762959718704,2024-08-05 12:00:00+00:00,0.0479731000959873,0.9808025350687025,1
HBAR-USD,1h,OCO,2024-07-27 14:00:00+00:00,0.0697040185332298,2024-08-01 18:00:00+00:00,0.0599996410310268,2024-08-02 00:00:00+00:00,0.0635762959718704,2024-08-05 12:00:00+00:00,0.0479731000959873,2024-08-07 05:00:00+00:00,0.0567088183015584,0.9784628053536948,1
HBAR-USD,1h,OCOI,2024-08-01 18:00:00+00:00,0.0599996410310268,2024-08-02 00:00:00+00:00,0.0635762959718704,2024-08-05 12:00:00+00:00,0.0479731000959873,2024-08-07 05:00:00+00:00,0.0567088183015584,2024-08-08 00:00:00+00:00,0.0513572469353675,0.9997192213484978,1
HBAR-USD,1h,OCO,2024-08-02 00:00:00+00:00,0.0635762959718704,2024-08-05 12:00:00+00:00,0.0479731000959873,2024-08-07 05:00:00+00:00,0.0567088183015584,2024-08-08 00:00:00+00:00,0.0513572469353675,2024-08-08 23:00:00+00:00,0.0587315950542688,0.9712263784611075,1
HBAR-USD,1h,OCOI,2024-08-05 12:00:00+00:00,0.0479731000959873,2024-08-07 05:00:00+00:00,0.0567088183015584,2024-08-08 00:00:00+00:00,0.0513572469353675,2024-08-08 23:00:00+00:00,0.0587315950542688,2024-08-13 10:00:00+00:00,0.0520605500787496,0.9879048010393711,1
HBAR-USD,1h,OCO,2024-08-07 05:00:00+00:00,0.0567088183015584,2024-08-08 00:00:00+00:00,0.0513572469353675,2024-08-08 23:00:00+00:00,0.0587315950542688,2024-08-13 10:00:00+00:00,0.0520605500787496,2024-08-14 12:00:00+00:00,0.0545350257307291,0.9988069175852893,1
HBAR-USD,1h,OCOI,2024-08-08 00:00:00+00:00,0.0513572469353675,2024-08-08 23:00:00+00:00,0.0587315950542688,2024-08-13 10:00:00+00:00,0.0520605500787496,2024-08-14 12:00:00+00:00,0.0545350257307291,2024-08-16 15:00:00+00:00,0.0510883182287216,0.991577912100111,1
HBAR-USD,1h,OCO,2024-08-08 23:00:00+00:00,0.0587315950542688,2024-08-13 10:00:00+00:00,0.0520605500787496,2024-08-14 12:00:00+00:00,0.0545350257307291,2024-08-16 15:00:00+00:00,0.0510883182287216,2024-08-20 06:00:00+00:00,0.0551830660551786,0.8967484703438187,1
