tipo_padrao,data_inicio,data_fim,preco_cabeca,data_cabeca,idx_inicio,idx_fim
OCO,2025-03-03 00:00:00,2025-03-12 00:00:00,393.82,2025-03-06 00:00:00,617,626
OCOI,2025-02-22 00:00:00,2025-03-04 00:00:00,291.61,2025-02-25 00:00:00,608,618
OCO,2024-04-01 00:00:00,2024-04-15 00:00:00,690.03,2024-04-07 00:00:00,281,295
OCOI,2023-11-03 00:00:00,2023-12-07 00:00:00,220.59,2023-11-22 00:00:00,131,165
