ticker,intervalo,estrategia_zigzag,tipo_padrao,score_total,valid_base_tendencia,valid_contexto_cabeca,valid_divergencia_macd,valid_divergencia_rsi,valid_extremo_cabeca,valid_neckline_plana,valid_neckline_retest_p6,valid_ombro_direito_fraco,valid_perfil_volume,valid_proeminencia_cabeca,valid_simetria_ombros,p0_idx,data_inicio,ombro1_preco,neckline1_idx,neckline1_preco,data_cabeca,cabeca_preco,neckline2_idx,neckline2_preco,data_fim,ombro2_preco,retest_p6_idx,retest_p6_preco,label_humano
BNB-USD,1h,intraday_momentum,OCOI,110,True,True,True,True,True,True,True,True,False,True,True,2025-07-31 10:00:00,2025-08-01 22:00:00,746.6254272460938,2025-08-02 05:00:00,769.5327758789062,2025-08-03 00:00:00,732.4468383789062,2025-08-04 17:00:00,769.4856567382812,2025-08-05 22:00:00,746.6951904296875,2025-08-06 17:00:00,770.99365234375,
BNB-USD,15m,intraday_range,OCOI,110,True,True,True,True,True,True,True,True,False,True,True,2025-08-01 13:00:00,2025-08-01 22:30:00,746.6254272460938,2025-08-02 05:00:00,769.5327758789062,2025-08-03 00:30:00,732.4468383789062,2025-08-04 17:15:00,769.4856567382812,2025-08-05 22:00:00,746.6951904296875,2025-08-06 17:45:00,771.1126098632812,
