ticker,timeframe,padrao_tipo,ombro1_idx,ombro1_preco,neckline1_idx,neckline1_preco,cabeca_idx,cabeca_preco,neckline2_idx,neckline2_preco,ombro2_idx,ombro2_preco
HBAR-USD,1h,OCO,2024-07-06 21:00:00+00:00,0.07049731910228729,2024-07-08 01:00:00+00:00,0.0633772760629654,2024-07-10 06:00:00+00:00,0.06897008791565895,2024-07-12 10:00:00+00:00,0.06514972820878029,2024-07-14 01:00:00+00:00,0.07265561074018478
HBAR-USD,1h,OCOI,2024-07-08 01:00:00+00:00,0.0633772760629654,2024-07-10 06:00:00+00:00,0.06897008791565895,2024-07-12 10:00:00+00:00,0.06514972820878029,2024-07-14 01:00:00+00:00,0.07265561074018478,2024-07-14 13:00:00+00:00,0.06967363879084587
HBAR-USD,1h,OCO,2024-07-10 06:00:00+00:00,0.06897008791565895,2024-07-12 10:00:00+00:00,0.06514972820878029,2024-07-14 01:00:00+00:00,0.07265561074018478,2024-07-14 13:00:00+00:00,0.06967363879084587,2024-07-16 04:00:00+00:00,0.07877029478549957
HBAR-USD,1h,OCOI,2024-07-12 10:00:00+00:00,0.06514972820878029,2024-07-14 01:00:00+00:00,0.07265561074018478,2024-07-14 13:00:00+00:00,0.06967363879084587,2024-07-16 04:00:00+00:00,0.07877029478549957,2024-07-16 12:00:00+00:00,0.07563211768865585
HBAR-USD,1h,OCO,2024-07-14 01:00:00+00:00,0.07265561074018478,2024-07-14 13:00:00+00:00,0.06967363879084587,2024-07-16 04:00:00+00:00,0.07877029478549957,2024-07-16 12:00:00+00:00,0.07563211768865585,2024-07-17 14:00:00+00:00,0.07838435843586922
HBAR-USD,1h,OCOI,2024-07-14 13:00:00+00:00,0.06967363879084587,2024-07-16 04:00:00+00:00,0.07877029478549957,2024-07-16 12:00:00+00:00,0.07563211768865585,2024-07-17 14:00:00+00:00,0.07838435843586922,2024-07-18 18:00:00+00:00,0.07192764058709145
HBAR-USD,1h,OCO,2024-07-16 04:00:00+00:00,0.07877029478549957,2024-07-16 12:00:00+00:00,0.07563211768865585,2024-07-17 14:00:00+00:00,0.07838435843586922,2024-07-18 18:00:00+00:00,0.07192764058709145,2024-07-21 02:00:00+00:00,0.07543516904115677
HBAR-USD,1h,OCOI,2024-07-16 12:00:00+00:00,0.07563211768865585,2024-07-17 14:00:00+00:00,0.07838435843586922,2024-07-18 18:00:00+00:00,0.07192764058709145,2024-07-21 02:00:00+00:00,0.07543516904115677,2024-07-21 19:00:00+00:00,0.0720280334353447
HBAR-USD,1h,OCO,2024-07-17 14:00:00+00:00,0.07838435843586922,2024-07-18 18:00:00+00:00,0.07192764058709145,2024-07-21 02:00:00+00:00,0.07543516904115677,2024-07-21 19:00:00+00:00,0.0720280334353447,2024-07-22 00:00:00+00:00,0.07485992833971977
HBAR-USD,1h,OCOI,2024-07-18 18:00:00+00:00,0.07192764058709145,2024-07-21 02:00:00+00:00,0.07543516904115677,2024-07-21 19:00:00+00:00,0.0720280334353447,2024-07-22 00:00:00+00:00,0.07485992833971977,2024-07-25 12:00:00+00:00,0.06414536014199257
HBAR-USD,1h,OCO,2024-07-21 02:00:00+00:00,0.07543516904115677,2024-07-21 19:00:00+00:00,0.0720280334353447,2024-07-22 00:00:00+00:00,0.07485992833971977,2024-07-25 12:00:00+00:00,0.06414536014199257,2024-07-27 14:00:00+00:00,0.06970401853322983
HBAR-USD,1h,OCOI,2024-07-21 19:00:00+00:00,0.0720280334353447,2024-07-22 00:00:00+00:00,0.07485992833971977,2024-07-25 12:00:00+00:00,0.06414536014199257,2024-07-27 14:00:00+00:00,0.06970401853322983,2024-08-01 18:00:00+00:00,0.05999964103102684
HBAR-USD,1h,OCO,2024-07-22 00:00:00+00:00,0.07485992833971977,2024-07-25 12:00:00+00:00,0.06414536014199257,2024-07-27 14:00:00+00:00,0.06970401853322983,2024-08-01 18:00:00+00:00,0.05999964103102684,2024-08-02 00:00:00+00:00,0.06357629597187042
HBAR-USD,1h,OCOI,2024-07-25 12:00:00+00:00,0.06414536014199257,2024-07-27 14:00:00+00:00,0.06970401853322983,2024-08-01 18:00:00+00:00,0.05999964103102684,2024-08-02 00:00:00+00:00,0.06357629597187042,2024-08-05 12:00:00+00:00,0.04797310009598732
HBAR-USD,1h,OCO,2024-07-27 14:00:00+00:00,0.06970401853322983,2024-08-01 18:00:00+00:00,0.05999964103102684,2024-08-02 00:00:00+00:00,0.06357629597187042,2024-08-05 12:00:00+00:00,0.04797310009598732,2024-08-07 05:00:00+00:00,0.056708818301558495
