tipo_padrao,data_inicio,data_fim,preco_cabeca,data_cabeca,preco_ombro1,preco_ombro2
OCO,2024-12-29 12:00:00,2025-01-11 08:00:00,101136.74,2025-01-07 08:00:00,94790.08,94538.55
OCO,2024-12-12 16:00:00,2024-12-21 20:00:00,106549.95,2024-12-17 16:00:00,100706.66,97701.36
OCOI,2024-09-02 08:00:00,2024-09-17 04:00:00,54139.29,2024-09-07 16:00:00,58038.68,58372.14
OCO,2024-08-18 16:00:00,2024-08-30 08:00:00,64133.33,2024-08-25 20:00:00,59602.61,59616.53
OCO,2024-05-31 08:00:00,2024-06-13 08:00:00,71188.93,2024-06-06 12:00:00,68223.48,67933.54
OCOI,2024-03-30 08:00:00,2024-04-10 16:00:00,65763.76,2024-04-03 12:00:00,69834.18,69190.43
OCO,2024-03-05 12:00:00,2024-03-18 16:00:00,73059.91,2024-03-14 08:00:00,66958.82,67943.08
