tipo_padrao,data_inicio,data_fim,data_ombro1,data_ombro2,preco_cabeca,data_cabeca,idx_inicio,idx_fim
OCO,2024-11-20 00:00:00,2024-12-22 00:00:00,2024-11-24 00:00:00,2024-12-12 00:00:00,0.71,2024-12-07 00:00:00,2032,2064
OCOI,2024-06-16 00:00:00,2024-07-21 00:00:00,2024-06-29 00:00:00,2024-07-19 00:00:00,0.48,2024-07-05 00:00:00,1875,1910
OCO,2023-03-09 00:00:00,2023-04-03 00:00:00,2023-03-14 00:00:00,2023-04-01 00:00:00,1.20,2023-03-18 00:00:00,1410,1435
OCOI,2021-05-27 00:00:00,2021-06-20 00:00:00,2021-05-29 00:00:00,2021-06-19 00:00:00,1.30,2021-06-12 00:00:00,759,783
