tipo_padrao,data_inicio,data_fim,data_ombro1,data_ombro2,preco_cabeca,data_cabeca,idx_inicio,idx_fim
OCO,2021-03-01 00:00:00,2021-06-28 00:00:00,2021-03-15 00:00:00,2021-05-31 00:00:00,1298.63,2021-05-10 00:00:00,172,189
