tipo_padrao,data_inicio,data_fim,preco_cabeca,data_cabeca,idx_inicio,idx_fim
OCO,2024-04-22 00:00:00,2024-07-22 00:00:00,3803.40,2024-05-27 00:00:00,336,349
OCO,2021-09-06 00:00:00,2022-02-07 00:00:00,4623.46,2021-11-08 00:00:00,199,221
