ticker,timeframe,strategy,padrao_tipo,score_total,valid_base_tendencia,valid_contexto_cabeca,valid_divergencia_macd,valid_divergencia_rsi,valid_extremo_cabeca,valid_neckline_plana,valid_neckline_retest_p6,valid_ombro_direito_fraco,valid_perfil_volume,valid_proeminencia_cabeca,valid_simetria_ombros,p0_idx,ombro1_idx,ombro1_preco,neckline1_idx,neckline1_preco,cabeca_idx,cabeca_preco,neckline2_idx,neckline2_preco,ombro2_idx,ombro2_preco,retest_p6_idx,retest_p6_preco
CRO-USD,5m,scalping_aggressive,OCO,115,True,True,True,True,True,True,True,True,True,True,True,2025-08-06 14:25:00,2025-08-06 16:30:00,0.14412474632263184,2025-08-06 17:10:00,0.1429564654827118,2025-08-06 17:40:00,0.14429084956645966,2025-08-06 18:45:00,0.1428297758102417,2025-08-06 19:25:00,0.14397412538528442,2025-08-06 21:15:00,0.14243343472480774
ALGO-USD,5m,scalping_moderate,OCO,115,True,True,True,True,True,True,True,True,True,True,True,2025-08-06 14:25:00,2025-08-06 16:05:00,0.2442924827337265,2025-08-06 16:45:00,0.24233822524547577,2025-08-06 18:15:00,0.24663905799388885,2025-08-06 20:45:00,0.24218620359897614,2025-08-06 21:10:00,0.24318234622478485,2025-08-06 21:15:00,0.24291953444480896
